Parameter Settings
pop_size,300
generations,2000
crossover_rate,0.9
mutation_rate,0.02
elitism_count,3
use_two_opt,True
gen_two_opt,500
two_opt_strategy,normal
init_strategy,mixed
selection_strategy,tournament
crossover_strategy,miexd
early_stop,1000

Run,Best_Distance,Best_Path
1,9925.099080635675,"[66, 60, 44, 56, 59, 32, 25, 23, 20, 17, 27, 28, 21, 26, 36, 38, 33, 39, 42, 46, 50, 57, 55, 52, 51, 53, 54, 48, 49, 41, 43, 45, 47, 40, 37, 34, 30, 31, 29, 18, 14, 11, 9, 8, 4, 2, 6, 3, 1, 0, 5, 7, 15, 12, 10, 13, 16, 24, 22, 70, 81, 61, 58, 35, 62, 19, 64, 84, 85, 97, 93, 89, 88, 98, 100, 103, 110, 113, 108, 112, 118, 121, 140, 146, 151, 152, 156, 153, 149, 143, 138, 137, 125, 124, 126, 129, 131, 133, 136, 141, 145, 148, 139, 144, 155, 160, 162, 163, 168, 171, 178, 175, 181, 193, 185, 182, 186, 189, 191, 190, 188, 187, 183, 173, 172, 174, 176, 180, 192, 184, 170, 169, 179, 177, 167, 164, 166, 161, 158, 157, 150, 154, 165, 159, 147, 142, 132, 128, 134, 135, 130, 120, 119, 127, 123, 122, 114, 111, 109, 99, 107, 106, 115, 116, 117, 105, 104, 96, 95, 94, 91, 87, 92, 90, 102, 101, 86, 79, 75, 74, 77, 71, 73, 68, 82, 78, 80, 83, 76, 69, 63, 67, 65, 72]"

Summary
Best_Distance,9925.099080635675
Worst_Distance,9925.099080635675
Average_Distance,9925.099080635675
Best_Path,"[66, 60, 44, 56, 59, 32, 25, 23, 20, 17, 27, 28, 21, 26, 36, 38, 33, 39, 42, 46, 50, 57, 55, 52, 51, 53, 54, 48, 49, 41, 43, 45, 47, 40, 37, 34, 30, 31, 29, 18, 14, 11, 9, 8, 4, 2, 6, 3, 1, 0, 5, 7, 15, 12, 10, 13, 16, 24, 22, 70, 81, 61, 58, 35, 62, 19, 64, 84, 85, 97, 93, 89, 88, 98, 100, 103, 110, 113, 108, 112, 118, 121, 140, 146, 151, 152, 156, 153, 149, 143, 138, 137, 125, 124, 126, 129, 131, 133, 136, 141, 145, 148, 139, 144, 155, 160, 162, 163, 168, 171, 178, 175, 181, 193, 185, 182, 186, 189, 191, 190, 188, 187, 183, 173, 172, 174, 176, 180, 192, 184, 170, 169, 179, 177, 167, 164, 166, 161, 158, 157, 150, 154, 165, 159, 147, 142, 132, 128, 134, 135, 130, 120, 119, 127, 123, 122, 114, 111, 109, 99, 107, 106, 115, 116, 117, 105, 104, 96, 95, 94, 91, 87, 92, 90, 102, 101, 86, 79, 75, 74, 77, 71, 73, 68, 82, 78, 80, 83, 76, 69, 63, 67, 65, 72]"
